repo,number,url,title,body,merged,merged_by,author,keywords,comments,commits
netty/netty,13440,https://github.com/netty/netty/pull/13440,Rewrite DnsQueryContextManager to simplify and make it easier to debug,"Motivation:

We are currently investigate an issue where it seems that we receive un unexpected hostname in the response. To make it easier to debug let us simplify the DnsQueryContextManager

Modifications:

- Move extra logic to internal class
- Add asserts

Result:

Cleanup
",2023-06-14T06:31:17Z,normanmaurer,normanmaurer,easier to read,"Seems like a common ground in dns querying. I have not read the code, have the questions in response been validated？","Rewrite DnsQueryContextManager to simplify and make it easier to debug

Motivation:

We are currently investigate an issue where it seems that we receive un unexpected hostname in the response. To make it easier to debug let us simplify the DnsQueryContextManager

Modifications:

- Move extra logic to internal class
- Add asserts

Result:

Cleanup | Add assert messages"
netty/netty,13436,https://github.com/netty/netty/pull/13436,Always enable leak tracking for derived buffers if parent is tracked,"Motivation:

Currently, when leak tracking is set to SIMPLE or ADVANCED, and a derived buffer is created, the buffer is selected for leak tracking if the parent buffer is tracked and the derived buffer is also selected by an independent roll of the dice. As a result, deeply derived buffers are exponentially less likely to be selected for leak tracking. This makes it difficult to find and diagnose leaks related to such buffers.

Modifications:

When a derived buffer is created, and the parent buffer has leak tracking, the derived buffer now always has leak tracking applied.

Result:

Leaks of derived buffers are easier to find. Fixes #13414.",2023-06-13T08:04:45Z,normanmaurer,rdicroce,easier to read,"@normanmaurer I added a trackForcibly() method in ResourceLeakDetector and marked it final since track() is also final. But the verify-pr job is complaining about adding a final method to a non-final class. What do you want me to do about this? Just remove the final modifier? | @rdicroce yep | The failure for windows-x86_64-java11-boringssl is unrelated to this change:

2023-06-12T16:21:47.3979582Z [ERROR] Failed to execute goal on project netty-codec-http: Could not resolve dependencies for project io.netty:netty-codec-http:jar:4.1.94.Final-SNAPSHOT: Failed to collect dependencies at commons-io:commons-io:jar:2.8.0: Failed to read artifact descriptor for commons-io:commons-io:jar:2.8.0: The following artifacts could not be resolved: commons-io:commons-io:pom:2.8.0 (absent): Could not transfer artifact commons-io:commons-io:pom:2.8.0 from/to central (https://repo.maven.apache.org/maven2): Connection reset -> [Help 1] | @chrisvest can you check if this applies to main as well ? | Thanks for the quick review! | @normanmaurer The main branch does not suffer from the problem fixed here.","Always enable leak tracking for derived buffers if parent is tracked

Motivation:

Currently, when leak tracking is set to SIMPLE or ADVANCED, and a
derived buffer is created, the buffer is selected for leak tracking if
the parent buffer is tracked and the derived buffer is also selected by
an independent roll of the dice. As a result, deeply derived buffers are
exponentially less likely to be selected for leak tracking. This makes
it difficult to find and diagnose leaks related to such buffers.

Modifications:

When a derived buffer is created, and the parent buffer has leak
tracking, the derived buffer now always has leak tracking applied.

Result:

Leaks of derived buffers are easier to find. | Fix trailing whitespace | Remove final modified from trackForcibly()"
netty/netty,13186,https://github.com/netty/netty/pull/13186,Add handling of inflight lookups to reduce real queries when lookup s…,"…ame hostname

Motivation:

To reduce the overhead we can shortcut queries for the same hostname until the first query comes back. This will reduce queries and so overhead

Modifications:

- Add new builder option that allows to shortcut queries to the same hostname (default this is disabled)

Result:

Be able to reduce queries
",2023-02-08T15:39:28Z,normanmaurer,normanmaurer,easier to read,Needs some tests ... | PTAL again...also added a test case | @idelpivnitskiy @chrisvest @Scottmitch any idea for a better name of the builder method ?,"Add handling of inflight lookups to reduce real queries when lookup same hostname

Motivation:

To reduce the overhead we can shortcut queries for the same hostname until the first query comes back. This will reduce queries and so overhead

Modifications:

- Add new builder option that allows to shortcut queries to the same hostname (default this is disabled)

Result:

Be able to reduce queries"
netty/netty,12939,https://github.com/netty/netty/pull/12939,Make it possible to complete and compact bytes in the `IovecArray`,"Motivation:
When we experience incomplete reads or writes, it can be useful to compact and reuse the same `IovecArray` that the first IO was submitted with. Like a smaller, more local version of what the `OutboundBuffer` is doing. This makes it easier to drive certain system calls to ""completion"" in some cases.

Modification:
Remove the unused `writtenMessages` method, and put a `completeBytes` method in its place. The `completeBytes` method update length and address of partially completed iovecs, and move the remaining incomplete iovecs to the start of the array, allowing more to be added if need be.

Result:
The `IovecArray` is easier to reuse when faced with incomplete IO.",2022-10-31T19:01:28Z,chrisvest,chrisvest,easier to read,,"Make it possible to complete and compact bytes in the `IovecArray`

Motivation:
When we experience incomplete reads or writes, it can be useful to compact and reuse the same `IovecArray` that the first IO was submitted with.
Like a smaller, more local version of what the `OutboundBuffer` is doing.
This makes it easier to drive certain system calls to ""completion"" in some cases.

Modification:
Remove the unused `writtenMessages` method, and put a `completeBytes` method in its place.
The `completeBytes` method update length and address of partially completed iovecs, and move the remaining incomplete iovecs to the start of the array, allowing more to be added if need be.

Result:
The `IovecArray` is easier to reuse when faced with incomplete IO. | Unwrap else-clauses

Co-authored-by: Norman Maurer <norman_maurer@apple.com> | Fix compilation error"
netty/netty,12693,https://github.com/netty/netty/pull/12693,Move logic for read handling into AbstractChannel,"Motivation:

There was a lot of duplication in the different Channel implementation when it comes to handling reads. To make things more consistent and also easier for transport implementators we should move all the complexity into AbstractChannel.

Modifications:

- Introduce AbstractChannel.readNow(...) which should be called when there is data to read from the underlying transport (like a socket).
- Add writeFlushedNow() which should be called when the underlying transport becomes writable again
- Move readPending tracking and autoRead logic into AbstractChannel
- Thighten up access and visibility
- Remove a lot of code duplication

Result:

Cleaner and more consistent code. Beside this also easier to write a custom Channel / Transport implementation
",2022-08-13T09:10:11Z,normanmaurer,normanmaurer,easier to read,,"Move logic for read handling into AbstractChannel

Motivation:

There was a lot of duplication in the different Channel implementation when it comes to handling reads. To make things more consistent and also easier for transport implementators we should move all the complexity into AbstractChannel.

Modifications:

- Introduce AbstractChannel.readNow(...) which should be called when there is data to read from the underlying transport (like a socket).
- Add writeFlushedNow() which should be called when the underlying transport becomes writable again
- Move readPending tracking and autoRead logic into AbstractChannel
- Thighten up access and visibility
- Remove a lot of code duplication

Result:

Cleaner and more consistent code. Beside this also easier to write a custom Channel / Transport implementation | Rename method"
netty/netty,12735,https://github.com/netty/netty/pull/12735,Migrate HTTP/1 and HTTP/2 to the new headers/cookies API,"Motivation:

We ported over a simpler API for HTTP headers and cookies from ServiceTalk, but we didn't put that API to use.
This PR rectifies this.

Modification:

- HTTP/1 has been changed to use the new headers API.
- HTTP/2 has also been changed to use the new headers API.
- The old HTTP/1 and HTTP/2 headers APIs have been removed, but the generic old headers API remain because it still has a number of niche uses.
- Tests have been updated.
- Two tests have been disabled; one appears to have a chaotic relationship with header validation, requiring it in some places but not in others, in the same pipeline; another relied on header iteration order being stable, to verify HPACK encoding against binary images.

Result:

Cleaner headers and cookies API for HTTP/1 and HTTP/2.

Draft for now because I think there's an issue with HPACK encoding, where some headers are supposed to be filtered out (!?) but aren't.
",2022-09-07T23:59:51Z,chrisvest,chrisvest,easier to read,"Hi there,
Do you have some performance numbers to share to compare the new Cookie API vs the old one wrt parsing and serialization? | I ran the HeaderBenchmark, but only for 30 headers to keep the run-time reasonable.
Will need to make a new benchmark for cookie parsing, since the API is so different.
Iterating HTTP/2 headers is worse. The rest is improved or on-par: | @slandelle I brought back and migrated ClientCookieDecoderBenchmark to this new API. With the old parsing code I was getting 2.690 ± 0.024  ops/us, and with a few adjustments I got the new code on par with 2.715 ± 0.208  ops/us. A bit more variability, though. | All comments addressed. Please take a look, guys. | @normanmaurer Can I get another review?","Work in progress new HttpHeaders and Cookies API | Remove old cookie API | Make HTTP/2 compile and tests pass | Fix checkstyle issues, and compilation in examples and benchmarks | Address first round of comments | Revert Http2Exception back to a checked exception | Address more review comments | Avoid allocating a processor for each delimiter when parsing cookies | Fix test failures | Bring back ClientCookieDecodeerBenchmark

And make small adjustments to DefaultHttpSetCookie to bring decoding performance back on par. | Remove unused code | Add more tests for set-cookie parsing | Fix compilation after rebase | Fix review comment"
netty/netty,12526,https://github.com/netty/netty/pull/12526,Add methods to override address inference in PcapWriteHandler,"Motivation:

The PcapWriteHandler has requires either a SocketChannel or a DatagramChannel to infer TCP / UDP connection details. This makes it useless for debugging an EmbeddedChannel.

Modification:

- Add `forceTcpChannel` and `forceUdpChannel` methods to allow users to bypass the channel metadata inference and provide their own information.
- Move handler initialization from `channelActive` into a separate method that is also called on any write or read. This ensures the new inference code runs even if channelActive isn't called. With the old inference code, this would have broken further down the line because `handlerAddr` and `initiatiorAddr` are null and the writer code can't deal with that, except the udp DatagramPacket branch. The change is necessary to maintain compatibility with that DatagramPacket branch, and to make use with EmbeddedChannel easier (EmbeddedChannel does not fire channelActive unless requested).
- Add tests for EmbeddedChannel based on the existing tests. This also changes the test case for normal udp/tcp a bit, because the test case mixed up the remote and local address (this was previously not an issue because both were 127.0.0.1).
- Improve error message for incompatible channel type, and elevate it to a warning. It should never appear with proper use of PcapWriteHandler.

Result:

PcapWriteHandler can now be used to debug test cases that use EmbeddedChannel.",2022-06-30T20:19:43Z,chrisvest,yawkat,easier to read,"oops, checkstyle. | /cc @hyperxpro | Let's Deprecate constructors in favor of Builder. | @yawkat For Netty 5, we moved these classes to a contrib repository: https://github.com/netty-contrib/handler-pcap - feel free to update that as well. | netty-contrib/handler-pcap#1","Add methods to override address inference in PcapWriteHandler
Motivation:
The PcapWriteHandler has requires either a SocketChannel or a DatagramChannel to infer TCP / UDP connection details. This makes it useless for debugging an EmbeddedChannel.

Modification:

- Add `forceTcpChannel` and `forceUdpChannel` methods to allow users to bypass the channel metadata inference and provide their own information.
- Move handler initialization from `channelActive` into a separate method that is also called on any write or read. This ensures the new inference code runs even if channelActive isn't called. With the old inference code, this would have broken further down the line because `handlerAddr` and `initiatiorAddr` are null and the writer code can't deal with that, except the udp DatagramPacket branch. The change is necessary to maintain compatibility with that DatagramPacket branch, and to make use with EmbeddedChannel easier (EmbeddedChannel does not fire channelActive unless requested).
- Add tests for EmbeddedChannel based on the existing tests. This also changes the test case for normal udp/tcp a bit, because the test case mixed up the remote and local address (this was previously not an issue because both were 127.0.0.1).
- Improve error message for incompatible channel type, and elevate it to a warning. It should never appear with proper use of PcapWriteHandler.

Result:
PcapWriteHandler can now be used to debug test cases that use EmbeddedChannel. | checkstyle | move to builder | private | deprecate old constructors"
netty/netty,11644,https://github.com/netty/netty/pull/11644,Include number of maximum active streams in exception message,"Motivation:

When users receive ""Maximum active streams violated for this endpoint""
exception, it's useful to know what is the current max streams limit on
HTTP/2 connection.

Modifications:

- Include current number of maximum active streams in exception message;

Result:

Easier debugging of HTTP/2 connections.",2021-09-03T06:53:36Z,normanmaurer,idelpivnitskiy,easier to read,,"Include number of maximum active streams in exception message

Motivation:

When users receive ""Maximum active streams violated for this endpoint""
exception, it's useful to know what is the current max streams limit on
HTTP/2 connection.

Modifications:

- Include current number of maximum active streams in exception message;

Result:

Easier debugging of HTTP/2 connections. | revert conditional"
netty/netty,11512,https://github.com/netty/netty/pull/11512,Add some size checks to make code more robust and more clear,"Motivation:

While its technical impossible that a chunk is larger than 64kb it still makes things easier to read and more robust to add some size checks to LzfDecoder.

Modifications:

Check the maximum length

Result:

More robust and easier to reason about code
",2021-07-26T15:11:19Z,normanmaurer,normanmaurer,easier to read,,"Add some size checks to make code more robust and more clear

Motivation:

While its technical impossible that a chunk is larger than 64kb it still makes things easier to read and more robust to add some size checks to LzfDecoder.

Modifications:

Check the maximum length

Result:

More robust and easier to reason about code"
netty/netty,11680,https://github.com/netty/netty/pull/11680,Fix ByteBufUtil indexOf ClassCastException,"Motivation:

In this issue(https://github.com/netty/netty/issues/11678) , it is proposed that `ByteBufUtil.indexOf()` may throw `ClassCastException`, so type checking on `haystack` is required

Modification:

Use `ByteBuf.indexOf()` instead of `firstIndexOf()`, and add test case

Result:

Fixes https://github.com/netty/netty/issues/11678

",2021-09-20T13:15:36Z,normanmaurer,skyguard1,easier to read,"The boringssl build got cancelled after 6 hours. Not clear why. | Maybe ci build can be triggered again? | Done
…
 Am 16.09.2021 um 03:48 schrieb skyguard1 ***@***.***>:

 ﻿
 Maybe ci build can be triggered again?

 —
 You are receiving this because you commented.
 Reply to this email directly, view it on GitHub, or unsubscribe. | @skyguard1 thanks a lot! | @normanmaurer It is my pleasure","Fix ByteBufUtil indexOf ClassCastException

Signed-off-by: xingrufei <xingrufei@sogou-inc.com> | Update buffer/src/main/java/io/netty/buffer/ByteBufUtil.java

Co-authored-by: Aayush Atharva <hyperx.pro@outlook.com> | Update by review

Signed-off-by: xingrufei <xingrufei@sogou-inc.com> | Update by review

Signed-off-by: xingrufei <xingrufei@sogou-inc.com> | Use ByteBuf.indexOf() when haystack is not AbstractByteBuf

Signed-off-by: xingrufei <xingrufei@sogou-inc.com> | Use ByteBuf.indexOf() instead of firstIndexOf()

Signed-off-by: xingrufei <xingrufei@sogou-inc.com>"
netty/netty,11594,https://github.com/netty/netty/pull/11594,Future methods getNow() and cause() now throw on incomplete futures,"Motivation:
Since most futures in Netty are of the `Void` type, methods like `getNow()` and `cause()` cannot distinguish if the future has finished or not.
This can cause data race bugs which, in the case of `Void` futures, can be silent.

Modification:
The methods `getNow()` and `cause()` now throw an `IllegalStateException` if the future has not yet completed.
Most use of these methods are inside listeners, and so are not impacted.
One place in `AbstractBootstrap` was doing a racy read and has been adjusted.

Result:
Data race bugs around `getNow()` and `cause()` are no longer silent.",2021-08-24T13:47:27Z,chrisvest,chrisvest,easier to read,@chrisvest I only reviewed the last commit... This makes a lot of sense to me as discussed offline! | This makes sense to me. | huge +1 as discussed offline! | Converted to draft until #11575 is merged. | Rebased | Hopefully the build goes green now. | Makes sense. The old API was easier to make a mistake for sure. 👍,"Future methods getNow() and cause() now throw on incomplete futures

Motivation:
Since most futures in Netty are of the Void type, methods like getNow() and cause() cannot distinguish if the future has finished or not.
This can cause data race bugs which, in the case of Void futures, can be silent.

Modification:
The methods getNow() and cause() now throw an IllegalStateException if the future has not yet completed.
Most use of these methods are inside listeners, and so are not impacted.
One place in AbstractBootstrap was doing a racy read and has been adjusted.

Result:
Data race bugs around getNow() and cause() are no longer silent. | Add a convenient Future.isFailed to replace the `isDone() && cause() != null` pattern | Fix more racy tests"
netty/netty,11725,https://github.com/netty/netty/pull/11725,New leak detector for the new Buffer APIs,"This is still in a rough shape, but close enough for an initial review.",2021-10-12T14:44:21Z,chrisvest,chrisvest,easier to read,"Is there any performance penalty for tracking Buffer? | @hyperxpro Yeah, capturing the stack traces has some noticeable overhead. You can kind of get a feel for it wrt. the old leak detector by looking at the builds; some have leak detection enabled and some have not, and there's a non-trivial difference in the build times. I haven't measured the impact of this new leak detector yet but I expect it would be similar to the old one. | Is there any way to completely disable Buffer tracking? | Yes, it's off by default. | Thanks a lot! :) | @normanmaurer I think this is ready for another round of review. | 🥳","New leak detection for new buffer APIs | Clean up code and address review comments | Make uninstalling leak callbacks unable to throw any exceptions | Remove unnecessary static getAcquires bypass method | Fix data race between leak-producing threads and BufferAllocator.close in BufferLeakDetectionTest | Both cleanup and more aggressive garbage production in BufferLeakDetectionTest | Address more review comments | Avoid modifying LeakReport object while it is being constructed | Try making BufferLeakDetectionTest more robust | Make the leak detector robust to when the same callback instances are registered multiple times | Add some logging to help debug the Windows test failures | Improve the leak report logging message | Improve debugging of BufferLeakDetectionTest further | Only allocate one potentially leaked buffer per test | More info on failed tests, and fix a few drop ordering issues for PoolChunk | Leak detection also needs to work when a pool allocates unpooled memory | Remove logging leak callbacks since we're not debugging this test anymore | LeakInfo should talk about generic ""resources"", not buffers

Co-authored-by: Norman Maurer <norman_maurer@apple.com> | Address comment - make lifecycleTracingEnabled a constant | Small comment clarification | Fix NPE after disabling stack walking by default in LifecycleTracer"
netty/netty,11623,https://github.com/netty/netty/pull/11623,Add cascadeTo methods to Future,"Motivation:

The need of cascade from a Future to a Promise exists. We should add some default implementation for it.

Modifications:

- Merge PromiseNotifier into Futures
- Add default cascadeTo(...) methods to Future
- Add tests to FuturesTest
- Replace usage of PromiseNotifier with Future.cascadeTo
- Use combination of map(...) and cascadeTo(...) in *Bootstrap to reduce code duplication

Result:

Provide default implementation of cascadeTo.

",2021-08-29T13:44:34Z,normanmaurer,normanmaurer,easier to read,,"Add cascadeTo methods to Future

Motivation:

The need of cascade from a Future to a Promise exists. We should add some default implementation for it.

Modifications:

- Merge PromiseNotifier into Futures
- Add default cascadeTo(...) methods to Future
- Add tests to FuturesTest
- Replace usage of PromiseNotifier with Future.cascadeTo
- Use combination of map(...) and cascadeTo(...) in *Bootstrap to reduce code duplication

Result:

Provide default implementation of cascadeTo. | Address comments | Fix null check message"
